adnetwork_adunits        ,status,master_adunit,size,adformat,bid_type,mediation,imp_type,adnetwork,adtag,
[16519]HBBW_336x280_Recipes_Top1,Archived,iCook_Recipes_Top1,336x280,Banner,Prebid,GAM,AdServer,Bridgewell,CgUxNjUxORICMTAaBDQ0NzYiBWljb29rKgwI0AIQmAIaAjQyIAE,
[16520]HBBW_300x250_Recipes_Top2,Active,iCook_Recipes_Top2,300x250,Banner,Prebid,GAM,AdServer,Bridgewell,CgUxNjUyMBICMTAaBDQ0NzYiBWljb29rKgsIrAIQ-gEaATkgAQ,
[16521]HBBW_336x280_Recipes_Top2,Archived,iCook_Recipes_Top2,336x280,Banner,Prebid,GAM,AdServer,Bridgewell,CgUxNjUyMRICMTAaBDQ0NzYiBWljb29rKgwI0AIQmAIaAjQyIAE,
a_iCook_Recipe_Middle,Archived,a_iCook_Recipe_Middle,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2725254374156038,CPM targets
a_iCook_Recipe_Top,Archived,a_iCook_Recipe_Top,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2725255147489294,CPM targets
a_iCook_Recipes_Bottom,Archived,a_iCook_Recipes_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2725255680822574,CPM targets
a_iCook_Recipes_Middle,Archived,a_iCook_Recipes_Middle,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2725256150822527,CPM targets
a_iCook_Recipes_Top,Archived,a_iCook_Recipes_Top,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2725256614155814,CPM targets
Blog_Header,Archived,Blog_Header,,Medium Rectangle,Prebid,GAM,AdServer,FAN,,Accept all prices
Blog_Post_Bottom,Archived,Blog_Post_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2500967239918087,Accept all prices
Blog_Post_Bottom_new,Active,Blog_Post_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2617443194937157,CPM targets
Blog_Post_Bottom_Sticky,Archived,Blog_Post_Bottom_Sticky,,Banner,Prebid,GAM,AdServer,FAN,,Accept all prices
Blog_Post_Header,Archived,Blog_Post_Header,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2295911017090378,Accept all prices
Blog_Post_Header_new,Active,Blog_Post_Header,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2617447581603385,CPM targets
Blog_Posts_Bottom,Archived,Blog_Posts_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2508560232492121,Accept all prices
Blog_Posts_Bottom_new,Active,Blog_Posts_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2617450148269795,CPM targets
Blog_Posts_Header,Archived,Blog_Posts_Header,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2295911187090361,Accept all prices
Blog_Posts_Header_new,Active,Blog_Posts_Header,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2617452644936212,CPM targets
iCook_Android_Category_Bottom_H,Archived,iCook_Android_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Category_Bottom_L,Archived,iCook_Android_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Category_Bottom,Archived,iCook_Android_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Category_Bottom_M,Archived,iCook_Android_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Homepage_Bottom,Archived,iCook_Android_Homepage_Bottom,320x50,Banner,RTB,Direct,Direct,AdSense,,
iCook_Android_Homepage_Bottom,Archived,iCook_Android_Homepage_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Homepage_Instream1,Active,iCook_Android_Homepage_Instream1,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_2781592065188935,
iCook_Android_Homepage_Instream1_Native,Active,iCook_Android_Homepage_Instream1,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781641345184007,
iCook_Android_Homepage_Instream2,Active,iCook_Android_Homepage_Instream2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781592088522266,
iCook_Android_Homepage_Instream2_Native,Active,iCook_Android_Homepage_Instream2,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781641661850642,
iCook_Android_Homepage_Middle,Archived,iCook_Android_Homepage_Middle,300x250,Banner,RTB,Direct,Direct,AdSense,,
iCook_Android_Homepage_Middle,Active,iCook_Android_Homepage_Middle,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Latest_Recipes,Archived,iCook_Android_Latest_Recipes,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Popular_Recipes,Archived,iCook_Android_Popular_Recipes,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipe_Bottom,Archived,iCook_Android_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipe_Bottom_H,Archived,iCook_Android_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipe_Bottom_L,Archived,iCook_Android_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipe_Bottom_M,Archived,iCook_Android_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipe_Bottomv2,Archived,iCook_Android_Recipe_Bottomv2,320x50,Banner,RTB,GAM,AdServer,FAN,273393289342171_2781646745183467,
iCook_Android_Recipe_Bottomv2_Native,Active,iCook_Android_Recipe_Bottomv2,Native,Native,RTB,GAM,AdServer,FAN,273393289342171_2781644648517010,
iCook_Android_Recipe_Interstitial,Active,iCook_Android_Recipe_Interstitial,Interstitial,Interstitial,RTB,Direct,Direct,AdMob,,
iCook_Android_Recipe_Interstitial,Active,iCook_Android_Recipe_Interstitial,Interstitial,Interstitial,RTB,GAM,AdServer,FAN,273393289342171_2139673526047462,
iCook_Android_Recipe_Step,Active,iCook_Android_Recipe_Step,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781646541850154,
iCook_Android_Recipe_Step_Native,Active,iCook_Android_Recipe_Step,Native,Native,RTB,GAM,AdServer,FAN,273393289342171_2781644175183724,
iCook_Android_Recipe_Top,Active,iCook_Android_Recipe_Top,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781646295183512,
iCook_Android_Recipe_Top_Native,Active,iCook_Android_Recipe_Top,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781643761850432,
iCook_Android_Recipes_Bottom_A,Archived,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Bottom,Archived,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Bottom_H,Archived,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Bottom_L,Archived,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Bottom_M,Archived,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_Archived,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_H,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_H_archived,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_L,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_L_archived,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_M,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_M_archived,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_Test,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_Test2,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instream_Test3,Archived,iCook_Android_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_Android_Recipes_Instreamv2,Active,iCook_Android_Recipes_Instreamv2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781672278514247,
iCook_Android_Recipes_Top,Active,iCook_Android_Recipes_Top,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781674528514022,
iCook_Android_Recipes_Top_Native,Active,iCook_Android_Recipes_Top,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781674048514070,
iCook_Android_Search_Bottom,Archived,iCook_Android_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Search_Bottom_H,Archived,iCook_Android_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Search_Bottom_L,Archived,iCook_Android_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Search_Bottom_M,Archived,iCook_Android_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_User_Bottom_H,Archived,iCook_Android_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_User_Bottom,Archived,iCook_Android_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_User_Bottom_L,Archived,iCook_Android_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_User_Bottom_M,Archived,iCook_Android_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_Android_Video_Interstitial,Active,iCook_Android_Video_Interstitial,Interstitial,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_1592900334058120,
iCook_iPhone_Category_Bottom,Archived,iCook_iPhone_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Category_Bottom_H,Archived,iCook_iPhone_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Category_Bottom_L,Archived,iCook_iPhone_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Category_Bottom_M,Archived,iCook_iPhone_Category_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Category_Recipes,Archived,iCook_iPhone_Category_Recipes,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Homepage_Bottom,Archived,iCook_iPhone_Homepage_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Homepage_Instream1,Active,iCook_iPhone_Homepage_Instream1,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_2781655741849234,
iCook_iPhone_Homepage_Instream1_Native,Active,iCook_iPhone_Homepage_Instream1,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781653365182805,
iCook_iPhone_Homepage_Instream2,Active,iCook_iPhone_Homepage_Instream2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781656181849190,
iCook_iPhone_Homepage_Instream2_Native,Active,iCook_iPhone_Homepage_Instream2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781653935182748,
iCook_iPhone_Homepage_Instream1_L,Active,iCook_iPhone_Homepage_Instream1,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_3098454530169352,
iCook_iPhone_Homepage_Instream1_L_Native,Active,iCook_iPhone_Homepage_Instream1,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_3098455220169283,
iCook_iPhone_Homepage_Instream2_L,Active,iCook_iPhone_Homepage_Instream2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_3098459643502174,
iCook_iPhone_Homepage_Instream2_L_Native,Active,iCook_iPhone_Homepage_Instream2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_3098460700168735,
iCook_iPhone_Homepage_Middle,Archived,iCook_iPhone_Homepage_Middle,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Latest_Recipes,Archived,iCook_iPhone_Latest_Recipes,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Popular_Recipes,Archived,iCook_iPhone_Popular_Recipes,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipe_Bottom,Archived,iCook_iPhone_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipe_Bottom_H,Archived,iCook_iPhone_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipe_Bottom_L,Archived,iCook_iPhone_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipe_Bottom_M,Archived,iCook_iPhone_Recipe_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipe_Bottomv2,Active,iCook_iPhone_Recipe_Bottomv2,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_2781703185177823,
iCook_iPhone_Recipe_Bottomv2_Native,Active,iCook_iPhone_Recipe_Bottomv2,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_2781701411844667,
iCook_iPhone_Recipe_Bottomv2_L,Active,iCook_iPhone_Recipe_Bottomv2,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_3098462766835195,
iCook_iPhone_Recipe_Bottomv2_L_Native,Archived,iCook_iPhone_Recipe_Bottomv2,300x250,Banner,RTB,GAM,AdServer,FAN,273393289342171_3098463556835116,
iCook_iPhone_Recipe_Interstitial,Active,iCook_iPhone_Recipe_Interstitial,Interstitial,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2139675199380628,
iCook_iPhone_Recipe_Step,Active,iCook_iPhone_Recipe_Step,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781702865177855,
iCook_iPhone_Recipe_Step_Native,Active,iCook_iPhone_Recipe_Step,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781699778511497,
iCook_iPhone_Recipe_Top,Active,iCook_iPhone_Recipe_Top,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781666888514786,
iCook_iPhone_Recipe_Top_Native,Active,iCook_iPhone_Recipe_Top,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781655355182606,
iCook_iPhone_Recipes_Bottom_A,Archived,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Bottom,Archived,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Bottom_H,Archived,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Bottom_L,Archived,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Bottom_M,Archived,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_Archived,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_H,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_H_archived,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_L,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_L_archived,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_M,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instream_M_archived,Archived,iCook_iPhone_Recipes_Instream,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,,
iCook_iPhone_Recipes_Instreamv2,Active,iCook_iPhone_Recipes_Instreamv2,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781670245181117,
iCook_iPhone_Recipes_Top,Active,iCook_iPhone_Recipes_Top,300x250,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781676201847188,
iCook_iPhone_Recipes_Top_Native,Active,iCook_iPhone_Recipes_Top,Native,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2781676428513832,
iCook_iPhone_Search_Bottom_H,Archived,iCook_iPhone_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Search_Bottom_L,Archived,iCook_iPhone_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Search_Bottom,Archived,iCook_iPhone_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Search_Bottom_M,Archived,iCook_iPhone_Search_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_User_Bottom,Archived,iCook_iPhone_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_User_Bottom_H,Archived,iCook_iPhone_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_User_Bottom_L,Archived,iCook_iPhone_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_User_Bottom_M,Archived,iCook_iPhone_User_Bottom,320x50,Banner,RTB,GAM,AdServer,FAN,,
iCook_iPhone_Video_Interstitial,Archived,iCook_iPhone_Video_Interstitial,Interstitial,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_1592899804058173,
iCook_iPhone_Video_Interstitial_New,Active,iCook_iPhone_Video_Interstitial,Interstitial,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_2083269065021242,
iCook_iPhone_Video_Interstitial_New_L,Active,iCook_iPhone_Video_Interstitial,Interstitial,"Banner, Video",RTB,GAM,AdServer,FAN,273393289342171_3098467150168090,
iCook_Recipe_Bottom_Sticky,Archived,iCook_Recipe_Bottom_Sticky,,Banner,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipe_Bottom_Sticky_32050,Archived,iCook_Recipe_Bottom_Sticky,,Banner,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipe_Interstitial,Archived,iCook_Recipe_Interstitial,,Native,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipe_Middle,Active,iCook_Recipe_Middle,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2146165918731556,CPM targets
iCook_Recipe_Top,Active,iCook_Recipe_Top,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_1237429149605242,CPM targets
iCook_Recipe_Video,New,iCook_Recipe_Video,N/A,in-stream Video,RTB,GAM,N/A,FAN,273393289342171_2456903054324506,
iCook_Recipes_Bottom,Active,iCook_Recipes_Bottom,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2138880886126726,CPM targets
iCook_Recipes_Bottom_Native,Archived,iCook_Recipes_Bottom,,Native,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipes_Bottom_AMP,Archived,iCook_Recipes_Bottom_AMP,sizeless,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2598389370175873,Accept all prices
iCook_Recipes_Bottom_Sticky,Archived,iCook_Recipes_Bottom_Sticky,,Banner,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipes_Bottoms,New,iCook_Recipes_Bottoms,,Banner,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipes_Middle,Active,iCook_Recipes_Middle,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2138880659460082,CPM targets
iCook_Recipes_Middle_Native,Archived,iCook_Recipes_Middle,,Native,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_Recipes_Top,Active,iCook_Recipes_Top,,Medium Rectangle,Prebid,GAM,AdServer,FAN,273393289342171_2138876282793853,CPM targets
iCook_Recipes_Top_Native,Archived,iCook_Recipes_Top,,Native,Prebid,GAM,AdServer,FAN,,Accept all prices
iCook_TV_Video,Active,iCook_TV_Video,,In-stream Video,RTB,adnetwork,AdServer,FAN,,Accept all prices
a_iCook_Homepage_Bottom (21817744843),New,a_iCook_Homepage_Bottom,300x250; 336x280; 728x90,Banner,RTB,GAM,AdX,Firstlook,21817744843,
a_iCook_Homepage_Bottom_Sticky (21817870359),New,a_iCook_Homepage_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,Firstlook,21817870359,
a_iCook_Homepage_Middle (21817744693),New,a_iCook_Homepage_Middle,300x250; 336x280; 728x90,Banner,RTB,GAM,AdX,Firstlook,21817744693,
a_iCook_Homepage_Sidebar_Bottom (21817870449),New,a_iCook_Homepage_Sidebar_Bottom,300x600; 360x600,Banner,RTB,GAM,AdX,Firstlook,21817870449,
a_iCook_Homepage_Sidebar_Bottom2 (21817870500),New,a_iCook_Homepage_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,Firstlook,21817870500,
a_iCook_Homepage_Sidebar_Middle (21817744741),New,a_iCook_Homepage_Sidebar_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817744741,
a_iCook_Homepage_Sidebar_Top (21817744756),New,a_iCook_Homepage_Sidebar_Top,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817744756,
a_iCook_Recipe_Bottom (21817744795),New,a_iCook_Recipe_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817744795,
a_iCook_Recipe_Bottom_Sticky (21817744816),New,a_iCook_Recipe_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,Firstlook,21817744816,
a_iCook_Recipe_Bottom_Video (21820300928),New,a_iCook_Recipe_Bottom_Video,728x90; 750x420,Banner,RTB,GAM,AdX,Firstlook,21820300928,
a_iCook_Recipe_Bottom1 (21817870605),New,a_iCook_Recipe_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817870605,
a_iCook_Recipe_Bottom3 (21817640048),New,a_iCook_Recipe_Bottom3,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817640048,
a_iCook_Recipe_Bottoms (21817870692),New,a_iCook_Recipe_Bottoms,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817870692,
a_iCook_Recipe_Bottoms_Video (21817870662),New,a_iCook_Recipe_Bottoms_Video,728x90,Banner,RTB,GAM,AdX,Firstlook,21817870662,
a_iCook_Recipe_Bottoms1 (21817872900),New,a_iCook_Recipe_Bottoms1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817872900,
a_iCook_Recipe_Bottoms2 (21817872909),New,a_iCook_Recipe_Bottoms2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817872909,
a_iCook_Recipe_Desktop_Top (21817872972),New,a_iCook_Recipe_Desktop_Top,970x250,Banner,RTB,GAM,AdX,Firstlook,21817872972,
a_iCook_Recipe_Interstitial (21817642682),New,a_iCook_Recipe_Interstitial,320x480,Banner,RTB,GAM,AdX,Firstlook,21817642682,
a_iCook_Recipe_Middle (21817872981),New,a_iCook_Recipe_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817872981,
a_iCook_Recipe_Middle_Video (21817872888),New,a_iCook_Recipe_Middle_Video,728x90; 750x420,Banner,RTB,GAM,AdX,Firstlook,21817872888,
a_iCook_Recipe_Middle1 (21817872996),New,a_iCook_Recipe_Middle1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817872996,
a_iCook_Recipe_Middle2 (21817747093),New,a_iCook_Recipe_Middle2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817747093,
a_iCook_Recipe_Sidebar_Bottom (21817642826),New,a_iCook_Recipe_Sidebar_Bottom,300x600; 360x600,Banner,RTB,GAM,AdX,Firstlook,21817642826,
a_iCook_Recipe_Sidebar_Bottom2 (21817642901),New,a_iCook_Recipe_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,Firstlook,21817642901,
a_iCook_Recipe_Sidebar_Middle (21817747105),New,a_iCook_Recipe_Sidebar_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817747105,
a_iCook_Recipe_Sidebar_Top (21817642970),New,a_iCook_Recipe_Sidebar_Top,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817642970,
a_iCook_Recipe_Step1 (21817643000),New,a_iCook_Recipe_Step1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817643000,
a_iCook_Recipe_Step1_1 (21817747126),New,a_iCook_Recipe_Step1_1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817747126,
a_iCook_Recipe_Step1_2 (21817643039),New,a_iCook_Recipe_Step1_2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817643039,
a_iCook_Recipe_Top (21817642775),New,a_iCook_Recipe_Top,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817642775,
a_iCook_Recipe_Top1 (21817643054),Archived,a_iCook_Recipe_Top1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817643054,
a_iCook_Recipe_Top2 (21817747144),Archived,a_iCook_Recipe_Top2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817747144,
a_iCook_Recipes_Bottom (21817877517),New,a_iCook_Recipes_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817877517,
a_iCook_Recipes_Bottom_Sticky (21817648826),New,a_iCook_Recipes_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,Firstlook,21817648826,
a_iCook_Recipes_Bottom1 (21817877550),New,a_iCook_Recipes_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817877550,
a_iCook_Recipes_Bottom2 (21817648832),New,a_iCook_Recipes_Bottom2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817648832,
a_iCook_Recipes_Middle (21817648841),New,a_iCook_Recipes_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817648841,
a_iCook_Recipes_Middle1 (21817877577),New,a_iCook_Recipes_Middle1,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817877577,
a_iCook_Recipes_Middle2 (21817648859),New,a_iCook_Recipes_Middle2,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817648859,
a_iCook_Recipes_Sidebar_Bottom (21817877601),New,a_iCook_Recipes_Sidebar_Bottom,300x600; 360x600,Banner,RTB,GAM,AdX,Firstlook,21817877601,
a_iCook_Recipes_Sidebar_Bottom2 (21817877922),New,a_iCook_Recipes_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,Firstlook,21817877922,
a_iCook_Recipes_Sidebar_Middle (21817877940),New,a_iCook_Recipes_Sidebar_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,Firstlook,21817877940,
